id,nome,endereco,contato,status,cidade,latitude,longitude,url,bandeira,created_at,updated_at
87,Posto Rodoviaria,"AVENIDA PRESIDENTE DUTRA 574 BRASILIA 44010020, FEIRA DE SANTANA",7532219492,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2600987,-38.9621477,https://goo.gl/maps/nidmyEvWsLuwZutH9,outros,2020-05-15 18:06:30+00,2020-05-18 20:24:20+00
89,POSTO CAVUNGE,"RUA JURACY MAGALHAES 370 CAVUNGE 44685000, IPECAETÁ",75983224512,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,,,,outros,2020-05-15 18:06:30+00,2020-05-18 20:27:07+00
90,POSTO PAPAGAIO,"RUA DOUTOR VICENTE DOS REIS S/N PAPAGAIO 44059330, FEIRA DE SANTANA",75999456412,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2046275,-38.9513808,https://goo.gl/maps/8J2SHfbtbYeyyvGE9,outros,2020-05-15 18:06:30+00,2020-05-18 20:28:41+00
91,POSTO MONACO,"RUA TUPINAMBAS 4000 SAO JOAO 44051224, FEIRA DE SANTANA",7530213124,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2335657,-38.95069,https://goo.gl/maps/xvGjgrHzz1PaBAfe6,shell,2020-05-15 18:06:30+00,2020-05-18 20:29:49+00
92,POSTO CONTERRANEO,"AVENIDA EDUARDO FROES DA MOTTA 1680 QUEIMADINHA 44050024, FEIRA DE SANTANA",7536257973,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2534709,-38.9341408,https://goo.gl/maps/1Dvd8GMdnp4WNdz59,shell,2020-05-15 18:06:30+00,2020-05-18 20:31:37+00
94,PETROSERRA,"RODOVIA BR 101 S/N HUMILDES (FEIRA DE SANTANA) 44135000, FEIRA DE SANTANA",7521023500,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,,,,outros,2020-05-15 18:07:14+00,2020-05-18 20:35:23+00
95,PETROMASA,"AVENIDA PRESIDENTE DUTRA 428 PILAO 44010020, FEIRA DE SANTANA",7532232599,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2595037,-38.9635896,https://goo.gl/maps/HJZ436nfnWD36HAW9,outros,2020-05-16 20:18:45+00,2020-05-18 20:36:36+00
60,POSTO ALAMEDA,"AVENIDA GETULIO VARGAS 1751 CAPUCHINHOS 44076015, FEIRA DE SANTANA",7536256444,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2561263,-38.9510164,https://goo.gl/maps/M7vD2E2LEGnugocV8,petrobras,2020-05-15 18:06:16+00,2020-05-18 19:41:29+00
64,REDE ATENDBEM,"AVENIDA EDUARDO FROES DA MOTA 18658 JARDIM CRUZEIRO 44024066, FEIRA DE SANTANA",7536169361,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2822714,-38.9769566,https://goo.gl/maps/7DArjhGLp7E2tsCMA,shell,2020-05-15 18:06:16+00,2020-05-18 19:47:45+00
66,POSTO BRX,"AVENIDA SAMPAIO 788 CENTRO 44001472, FEIRA DE SANTANA",7530212719,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2572778,-38.9599674,https://goo.gl/maps/NkENmgceimq48xnFA,petrobras,2020-05-15 18:06:16+00,2020-05-18 19:51:39+00
65,REDE ATENDBEM,"RUA DOUTOR MACARIO CERQUEIRA 780 MUCHILA 44005000, FEIRA DE SANTANA",7536169361,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2679935,-38.9709469,https://goo.gl/maps/xpLyBa99fL8Pu4ay8,petrobras,2020-05-15 18:06:16+00,2020-05-18 19:52:36+00
67,POSTO RADIAL,"RODOVIA BR 101 S/N HUMILDES 44135000, FEIRA DE SANTANA",7532241247,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,,,,outros,2020-05-15 18:06:30+00,2020-05-18 19:55:53+00
78,POSTO OASIS,"AVENIDA MARIA QUITERIA 3259 QUEIMADINHA 44038030, FEIRA DE SANTANA",7536248850,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2393547,-38.9557687,https://goo.gl/maps/f5zyJ3eanDXdcqy68,petrobras,2020-05-15 18:06:30+00,2020-05-18 20:10:49+00
82,POSTO CONTORNO,"AVENIDA EDUARDO FROS DA MOTA 6185 CIDADE NOVA 44053005, FEIRA DE SANTANA",7536038797,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2308157,-38.9589401,https://goo.gl/maps/PbhyMPpMEystf5JA9,petrobras,2020-05-15 18:06:30+00,2020-05-18 20:15:26+00
88,POSTO POSITIVO,"RUA ROSENDO FIRMINO FERREIRA 63 SIM 44085122, FEIRA DE SANTANA",7536163982,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,-12.2562482,-38.9272218,https://goo.gl/maps/NqnBgdgc96r5TH3F8,ipiranga,2020-05-15 18:06:30+00,2020-05-18 20:25:47+00
93,LSL COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RODOVIA BR 116 KM 424 SN NOVO HORIZONTE 44036331, FEIRA DE SANTANA",7532261488,"há 2 hora(s), 8 minuto(s) e 1 segundo(s)",Feira de Santana,,,,outros,2020-05-15 18:06:30+00,2020-05-18 20:33:19+00
103,RODRIGUES TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,"AVENIDA FERNANDES DA CUNHA 80 MARES 40410200, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9389306,-38.5063047,https://goo.gl/maps/XmaxTGUn6pX48oxU6,menor,2020-05-21 21:31:00+00,2020-05-26 19:37:43+00
104,POSTO TREVO,"AVENIDA GENERAL SAN MARTIN 2317 FAZENDA GRANDE DO RETIRO 40355720, SALVADOR",7133897579,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9399889,-38.4893464,https://goo.gl/maps/2TuhQ8dABzWzSaHX8,petrobras,2020-05-21 21:31:00+00,2020-05-26 19:40:21+00
105,POSTO SUBURBANA,"AVENIDA AFRANIO PEIXOTO 600 LOBATO 40470630, SALVADOR",7132082322,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9360512,-38.4917328,https://goo.gl/maps/4fWrVJBxexqip6h47,menor,2020-05-21 21:31:00+00,2020-05-26 19:42:00+00
106,POSTO BEIRA MAR,"AVENIDA AFRANIO PEIXOTO 5444 PLATAFORMA 40717140, SALVADOR",7133988029,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.8973785,-38.4777567,https://goo.gl/maps/Z9aD77zeeAv4UXaE7,outros,2020-05-21 21:31:00+00,2020-05-26 19:44:09+00
107,POSTO LARGO DO TANQUE,"LARGO DO TANQUE 108 LIBERDADE 40368010, SALVADOR",7532230391,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9407134,-38.4927182,https://goo.gl/maps/kjzCTaEJFjxuyyBL9,menor,2020-05-21 21:31:00+00,2020-05-26 19:45:07+00
108,AUTO POSTO SALVADOR,"ESTRADA DAS BARREIRAS 1111 BARREIRAS 41195000, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,,,https://goo.gl/maps/3wVAVkeCP4E9Z74G7,outros,2020-05-21 21:31:00+00,2020-05-26 19:46:17+00
109,POSTO JAQUEIRA,"RODOVIA BR-324 (SENTIDO FSA) SN CALABETAO 41227410, SALVADOR",7132464700,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.929967,-38.4711858,https://goo.gl/maps/1r9mtAZbXQjrf5CQ6,outros,2020-05-21 21:31:00+00,2020-05-26 19:47:42+00
110,POSTO BOA VIAGEM,"AVENIDA AFRANIO PEIXOTO - SUBURBANA 47 PRAIA GRANDE 40720690, SALVADOR",7130457641,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.8794729,-38.4799287,https://goo.gl/maps/QTDBmQ22z1yvepu1A,shell,2020-05-21 21:31:00+00,2020-05-26 19:48:44+00
111,POSTO SETTE,"RUA DJALMA DUTRA 141 NAZARE 40240080, SALVADOR",7133220222,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9750878,-38.5024387,https://goo.gl/maps/p3Cc3CiL8H8ovJf3A,petrobras,2020-05-21 21:31:00+00,2020-05-26 19:49:59+00
112,POSTO GAIVOTA,"AVENIDA VASCO DA GAMA 3260 ENGENHO VELHO DA FEDERAÇÃO 40221500, SALVADOR",7121081950,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9954584,-38.4990479,https://goo.gl/maps/WzSYYGhFgtR9TPP36,menor,2020-05-21 21:31:00+00,2020-05-26 19:52:19+00
113,POSTO SAO RAFAEL,"AVENIDA SAO RAFAEL 1200 SAO MARCOS 41253190, SALVADOR",7187939426,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9351497,-38.4250705,https://goo.gl/maps/8msh2nqtqz3hyPdQ7,menor,2020-05-21 21:31:00+00,2020-05-26 19:53:41+00
114,POSTO SAO CRISTOVAO,"AVENIDA OCTAVIO MANGABEIRA SN ITAPUA 41610160, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,,,,outros,2020-05-21 21:31:00+00,2020-05-26 19:55:10+00
115,POSTO GALES,"RUA DAS PITANGUEIRAS 74 MATATU 40255436, SALVADOR",7185000332,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9782664,-38.5017578,https://goo.gl/maps/c1F5DM2MajvJFLe49,menor,2020-05-21 21:31:00+00,2020-05-26 19:56:24+00
116,POSTO DO CRISTO,"AVENIDA OCEANICA- 1460 ONDINA 40170010, SALVADOR",7132457171,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-13.0081827,-38.5212386,https://goo.gl/maps/K4fEJ9pMgUmJPUjq9,menor,2020-05-21 21:31:00+00,2020-05-26 19:57:48+00
117,POSTO PACATUBA,"AVENIDA MARIO LEAL FERREIRA S/N COSME DE FARIAS 40252390, SALVADOR",7199823130,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,,,,outros,2020-05-21 21:31:00+00,2020-05-26 20:01:31+00
118,POSTO SAO JUDAS TADEU,"RUA QUINTAS DOS LAZAROS 193 BAIXA DE QUINTAS 40300315, SALVADOR",7132444866,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9626164,-38.4906958,https://goo.gl/maps/WWX8nCYV3vxJYiye9,outros,2020-05-21 21:31:00+00,2020-05-26 20:02:51+00
119,POSTO AGUAS CLARAS,"RUA DR. JORGE COSTA ANDRADE 264 AGUAS CLARAS 41310260, SALVADOR",7132197663,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.8917226,-38.4402617,https://goo.gl/maps/9v5TDqiQKxvPf6Af8,outros,2020-05-21 21:31:00+00,2020-05-26 20:03:46+00
120,POSTO IGUATEMI,"AVENIDA ANTONIO CARLOS MAGALHAES 4541 PARQUE BELA VISTA 40280000, SALVADOR",7130187704,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,,,,outros,2020-05-21 21:31:00+00,2020-05-26 20:04:52+00
121,POSTO CANABRAVA,"AVENIDA MARIA LUCIA 1069 AGUAS CLARAS 41310505, SALVADOR",7132137990,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9197146,-38.4325637,https://goo.gl/maps/tD75JdEK98Svsx5r8,outros,2020-05-21 21:31:00+00,2020-05-26 20:06:21+00
122,POSTO SAO CAETANO,"ESTRADA DE CAMPINAS 818 SAO CAETANO 40391161, SALVADOR",7133040058,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9321537,-38.4779173,https://goo.gl/maps/HqAygXMT6eH5ZMj59,outros,2020-05-21 21:31:00+00,2020-05-26 20:07:15+00
123,POSTO NARANDIBA,"AVENIDA EDGARD SANTOS SN NARANDIBA 41192005, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,,,,outros,2020-05-21 21:31:00+00,2020-05-26 20:07:57+00
125,POSTO MEMORIAL,"AVENIDA GARIBALDI 1291 ONDINA 40170130, SALVADOR",7132451447,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,,,,outros,2020-05-21 21:31:00+00,2020-05-26 20:09:34+00
127,POSTO ALAMEDA DA BARRA,"RUA MIGUEL BURNIER 54 BARRA 40140190, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-13.0083697,-38.5284857,https://goo.gl/maps/XrVz18gnjQ5CdLNGA,menor,2020-05-21 21:31:00+00,2020-05-26 20:11:57+00
128,POSTO GARIBALDI,"AVENIDA ANITA GARIBALDI 1746 ONDINA 40170130, SALVADOR",7536144200,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-13.0038984,-38.5053091,https://goo.gl/maps/X4UUBUzBtJ8jd79v5,menor,2020-05-21 21:31:00+00,2020-05-26 20:13:00+00
147,POSTO JARDIM DOS NAMORADOS,"AVENIDA OCTAVIO MANGABEIRA 3251 ARMACAO 41750240, SALVADOR",7530244804,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9969254,-38.4449257,https://goo.gl/maps/ogiGrRbTwGg4iLoFA,shell,2020-05-21 21:31:01+00,2020-05-26 17:57:03+00
148,POSTO AEROCLUBE,"AVENIDA OCTAVIO MANGABEIRA 6094 BOCA DO RIO 41706690, SALVADOR",71991999407,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9789329,-38.4268851,https://goo.gl/maps/foTVDENBRagYoUXF9,petrobras,2020-05-21 21:31:01+00,2020-05-26 17:59:12+00
149,POSTO SAN MARTIM,"AVENIDA GENERAL SAN MARTIN 95 IAPI 40323245, SALVADOR",7131924242,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.95179951,-38.47856,https://goo.gl/maps/iP2ZnqM5nFAM1Xu97,shell,2020-05-21 21:31:01+00,2020-05-26 18:00:04+00
150,POSTO CAMPINAS,"ESTRADA CAMPINAS PIRAJA 01 CAMPINAS 41270000, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9170214,-38.466862,https://goo.gl/maps/vpA6dNuKEzaJF1Vh8,shell,2020-05-21 21:31:01+00,2020-05-26 18:01:08+00
151,POSTO CAMINHO DE AREIA,"AVENIDA CAMINHO DE AREIA 65 CAMINHO DE AREIA 40440360, SALVADOR",7132464700,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9321494,-38.5047002,https://goo.gl/maps/bbLWEaqVh42VQe6G6,outros,2020-05-21 21:31:01+00,2020-05-26 18:02:56+00
152,POSTO BARROS REIS,"AVENIDA BARROS REIS 3132 PAU MIUDO 40310010, SALVADOR",7131924242,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9547422,-38.4754742,https://goo.gl/maps/Fixf678HkM9PNQit6,shell,2020-05-21 21:31:01+00,2020-05-26 18:04:11+00
153,POSTO CAMPINAS,"RODOVIA BR 324 6656 AGUAS CLARAS 41275120, SALVADOR",7132468319,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,,,,outros,2020-05-21 21:31:01+00,2020-05-26 18:07:17+00
154,POSTO BOAS VINDAS,"RODOVIA BR-324 (SENTIDO SSA) S/N VALERIA 41300501, SALVADOR",7132464700,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.8785379,-38.4338832,https://goo.gl/maps/xkAJ8xn9GzBsddJ57,shell,2020-05-21 21:31:01+00,2020-05-26 18:10:49+00
155,MILLA COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA ALIOMAR BALEEIRO 370 GRANJAS RURAIS PRESIDENTE VARGAS 41230150, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9179319,-38.4623274,https://goo.gl/maps/FdhTurmzPKwGS9c3A,outros,2020-05-21 21:31:01+00,2020-05-26 18:12:38+00
156,POSTO SAO GONCALO 6,"AVENIDA ALIOMAR BALEEIRO 10349 CAJAZEIRAS 41345040, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9114809,-38.3917713,https://goo.gl/maps/MhPhEib6vjsC4noF9,petrobras,2020-05-21 21:31:01+00,2020-05-26 18:13:36+00
157,UNIPOSTO,"RUA EURICO TEMPORAL S/N VALERIA 41300140, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,,,,,2020-05-21 21:31:01+00,2020-05-26 18:15:13+00
129,POSTO UNIVERSITARIO,"AVENIDA CARDEAL DA SILVA 908 FEDERACAO 40231305, SALVADOR",null,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-13.0025999,-38.5013305,https://goo.gl/maps/sy3YinffcFtQ1UmGA,shell,2020-05-21 21:31:00+00,2020-05-26 16:59:36+00
130,POSTO CABULA,"PRACA FRANCISCO MANOEL 19 PERNAMBUES 41100150, SALVADOR",7134313049,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9653033,-38.4733259,https://goo.gl/maps/z2rHohziYtY4fNxG9,petrobras,2020-05-21 21:31:00+00,2020-05-26 17:02:55+00
131,POSTO SAO JORGE,"AVENIDA VASCO DA GAMA 1894 FEDERACAO 40230731, SALVADOR",7133312855,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9889552,-38.5083925,https://goo.gl/maps/69bhCGStZTknRspE7,shell,2020-05-21 21:31:00+00,2020-05-26 17:04:33+00
132,ENTREPOSTO AMARALINA,"AVENIDA AMARALINA 441 AMARALINA 41900020, LAURO DE FREITAS",7133453722,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-13.0134456,-38.4747248,https://goo.gl/maps/rtWdSNS3vPUC3kM27,shell,2020-05-21 21:31:00+00,2020-05-26 17:06:08+00
133,POSTO 4,"AVENIDA ALIOMAR BALEEIRO 963 GRANJAS RURAIS PRESIDENTE VARGAS 41230150, SALVADOR",7132392456,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9175332,-38.4576182,https://goo.gl/maps/gBNiaL2sCpZPaAeu8,petrobras,2020-05-21 21:31:00+00,2020-05-26 17:08:00+00
134,POSTO 4,"AVENIDA CARDEAL AVELAR BRANDAO VILELA 2505 MATA ESCURA 41110000, SALVADOR",7133927974,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9236033,-38.4614011,https://goo.gl/maps/5pdZk5pKiYF7Eszi6,ipiranga,2020-05-21 21:31:00+00,2020-05-26 17:09:57+00
143,POSTO 4,"AVENIDA ALIOMAR BALEEIRO S/N VILA CANARIA 41390710, SALVADOR",7132468537,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9139696,-38.4461377,https://goo.gl/maps/3g7YK15rmyhWMCN78,outros,2020-05-21 21:31:01+00,2020-05-26 17:28:07+00
174,HIPER POSTO,"AVENIDA TANCREDO NEVES 1506 CAMINHO DAS ARVORES 41820020, SALVADOR",7133412188,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9820421,-38.4575289,https://goo.gl/maps/RC9aNE6gN5Ji9aEv5,shell,2020-05-21 21:31:02+00,2020-05-26 18:33:47+00
175,POSTO CAMURUPIM,"AVENIDA OCTAVIO MANGABEIRA 429 PITUBA 41830050, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-13.0102978,-38.4673497,https://goo.gl/maps/P7uT371tuitr4GcGA,petrobras,2020-05-21 21:31:02+00,2020-05-26 18:37:40+00
176,WF COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA,"AVENIDA PROFESSOR MANOEL RIBEIRO 1570 STIEP 41770095, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9801695,-38.4510742,https://goo.gl/maps/rCu65sAqMeM7UyAn6,outros,2020-05-21 21:31:02+00,2020-05-26 18:38:34+00
177,AUTO POSTO BUDIAO LTDA,"RUA DOUTOR AUGUSTO LOPES PONTES 167 COSTA AZUL 41760035, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.988467,-38.4489992,https://goo.gl/maps/Jum5b5eqMKbkD5W88,petrobras,2020-05-21 21:31:02+00,2020-05-26 18:39:16+00
178,POSTO IMBUÍ,"AVENIDA JORGE AMADO SN PITUACU 41740140, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9682125,-38.4408062,https://goo.gl/maps/jCyNVwhjGkLU6Rts5,shell,2020-05-21 21:31:02+00,2020-05-26 18:44:09+00
179,POSTOS NINA,"LARGO DO PAPAGAIO 31 RIBEIRA 40421630, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9236655,-38.5048719,https://goo.gl/maps/g1U5w6HzKAQkP1Fr9,outros,2020-05-21 21:31:02+00,2020-05-26 18:45:25+00
180,POSTO ITAICE,"AVENIDA MARIO LEAL FERREIRA (S AC NORTE) 252 BROTAS 40285600, SALVADOR",7532230391,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9799745,-38.4977076,https://goo.gl/maps/y6EanrbUL7GRfqdQ8,menor,2020-05-21 21:31:02+00,2020-05-26 18:51:14+00
181,POSTO MICRO,"RUA RODRIGO DE MENEZES SN BAIXA DE QUINTAS 40320430, SALVADOR",,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9621843,-38.4904438,https://goo.gl/maps/YHxBDSVyTq528ezN6,outros,2020-05-21 21:31:02+00,2020-05-26 18:52:48+00
182,PELICANO COMBUSTIVEIS E LUBRIFICANTES,"RUA SILVEIRA MARTINS 2912 CABULA 41150000, SALVADOR",0718890143,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9559604,-38.4555806,https://goo.gl/maps/8NFV4Jru9dKqcKxC7,menor,2020-05-21 21:31:02+00,2020-05-26 18:53:59+00
183,POSTO ALBATROZ,"AVENIDA AFRANIO PEIXOTO 2995 LOBATO 40470630, SALVADOR",7138780000,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9178072,-38.4812698,https://goo.gl/maps/FLkBgWXLw5jstjvf6,outros,2020-05-21 21:31:02+00,2020-05-26 18:55:21+00
185,POSTO MATATU,"RUA RIO AMAZONAS 44 VILA LAURA 40270060, SALVADOR",7132230391,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9722587,-38.4942844,https://goo.gl/maps/jLSP32XUYaHsGVtb7,menor,2020-05-21 21:31:02+00,2020-05-26 18:59:14+00
186,M-54 COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA GENARO DE CARVALHO S/N CASTELO BRANCO 41320100, SALVADOR",7196849123,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9062689,-38.4495657,https://goo.gl/maps/HVuqqwvw2VFZCnncA,outros,2020-05-21 21:31:02+00,2020-05-26 19:00:44+00
187,P4,"AVENIDA VALE DOS BARRIS 88 BARRIS 40070055, SALVADOR",71996849123,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9883081,-38.5137942,https://goo.gl/maps/GpcjcJ4Fvkz5CgLP8,outros,2020-05-21 21:31:02+00,2020-05-26 19:02:10+00
188,POSTO ESPORTIVO,"AVENIDA DOM JOAO VI 731 BROTAS 40285001, SALVADOR",71996849123,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,,,,outros,2020-05-21 21:31:02+00,2020-05-26 19:03:26+00
189,AUTO POSTO MERIDIONAL,"RUA FERNANDES VIEIRA 54 CALCADA 40411560, SALVADOR",7133125679,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9436519,-38.5002189,https://goo.gl/maps/5zbquBRLueGueu8k9,ipiranga,2020-05-21 21:31:02+00,2020-05-26 19:04:26+00
135,POSTO DE COMBUSTÍVEIS SETE PORTAS,"RUA DJALMA DUTRA 159 SETE PORTAS 40255000, SALVADOR",null,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9713311,-38.4991344,https://goo.gl/maps/gyhCxPNQeH3neBDY8,outros,2020-05-21 21:31:00+00,2020-05-26 17:11:23+00
136,POSTO APACHE,"RUA GENARO DE CARVALHO 200 CASTELO BRANCO 41320100, SALVADOR",7139010601,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9075432,-38.4435349,https://goo.gl/maps/v2YqfrGHjUPoUyHw5,outros,2020-05-21 21:31:00+00,2020-05-26 17:13:40+00
137,POSTO JAGUARIBE,"AVENIDA OTAVIO MANGABEIRA 8880 PITUACU 41740000, SALVADOR",7133635373,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.963068,-38.4020319,https://goo.gl/maps/TkvKaZweqAnnetUw9,petrobras,2020-05-21 21:31:00+00,2020-05-26 17:14:44+00
138,POSTO 4,"ESTRADA CAMPINAS DE PIRAJA S/N CAMPINAS 41270515, SALVADOR",7133927195,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,,,,outros,2020-05-21 21:31:00+00,2020-05-26 17:17:21+00
139,POSTO DE GASOLINA FELICI,"AVENIDA PRESIDENTE CASTELO BRANCO SN SAUDE 40045050, SALVADOR",7132439708,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9724908,-38.5067666,https://goo.gl/maps/dGDypGzk1EoQjJz79,petrobras,2020-05-21 21:31:00+00,2020-05-26 17:19:17+00
140,POSTO TRANSICAO,"AVENIDA BARROS REIS 2930 ARRAIAL DO RETIRO 41204025, SALVADOR",null,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.9560463,-38.4768996,https://goo.gl/maps/tMM2xLDijwHLm4FY6,ipiranga,2020-05-21 21:31:00+00,2020-05-26 17:21:56+00
141,POSTO IPANEMA,"AVENIDA AFRANIO PEIXOTO 14 LOBATO 40470630, SALVADOR",null,"há 2 dia(s), 7 hora(s), 20 minuto(s) e 48 segundo(s)",Salvador,-12.936066,-38.4940619,https://goo.gl/maps/uSSeveXSjjYRCQMK7,outros,2020-05-21 21:31:01+00,2020-05-26 17:24:25+00
